customer_id,scoring_date,score,tier,reasons,model
C001041,2024-11-01,0.0667,Green,[],sklearn_hgb
C001042,2024-11-01,0.0417,Green,[],sklearn_hgb
C001043,2024-11-01,0.0417,Green,[],sklearn_hgb
C001044,2024-11-01,0.0417,Green,[],sklearn_hgb
C001045,2024-11-01,0.5784,Amber,[],sklearn_hgb
C001046,2024-11-01,0.0417,Green,[],sklearn_hgb
C001047,2024-11-01,0.0852,Green,[],sklearn_hgb
C001048,2024-11-01,0.0667,Green,[],sklearn_hgb
C001049,2024-11-01,0.0389,Green,[],sklearn_hgb
C001050,2024-11-01,1.0,Red,[],sklearn_hgb
C001051,2024-11-01,0.0667,Green,[],sklearn_hgb
C001052,2024-11-01,0.2973,Green,[],sklearn_hgb
C001053,2024-11-01,0.0667,Green,[],sklearn_hgb
C001054,2024-11-01,0.0417,Green,[],sklearn_hgb
C001055,2024-11-01,0.619,Red,[],sklearn_hgb
C001056,2024-11-01,0.7342,Red,[],sklearn_hgb
C001057,2024-11-01,0.0417,Green,[],sklearn_hgb
C001058,2024-11-01,0.2353,Green,[],sklearn_hgb
C001059,2024-11-01,0.9688,Red,[],sklearn_hgb
C001060,2024-11-01,0.0417,Green,[],sklearn_hgb
C001061,2024-11-01,0.0417,Green,[],sklearn_hgb
C001062,2024-11-01,0.0667,Green,[],sklearn_hgb
C001063,2024-11-01,0.0667,Green,[],sklearn_hgb
C001064,2024-11-01,0.0667,Green,[],sklearn_hgb
C001065,2024-11-01,0.0417,Green,[],sklearn_hgb
C001066,2024-11-01,0.0667,Green,[],sklearn_hgb
C001067,2024-11-01,0.4444,Amber,[],sklearn_hgb
C001068,2024-11-01,0.0417,Green,[],sklearn_hgb
C001069,2024-11-01,0.0417,Green,[],sklearn_hgb
C001070,2024-11-01,0.0417,Green,[],sklearn_hgb
C001071,2024-11-01,0.4444,Amber,[],sklearn_hgb
C001072,2024-11-01,0.0667,Green,[],sklearn_hgb
C001073,2024-11-01,0.0667,Green,[],sklearn_hgb
C001074,2024-11-01,0.0667,Green,[],sklearn_hgb
C001075,2024-11-01,0.0417,Green,[],sklearn_hgb
C001076,2024-11-01,0.7342,Red,[],sklearn_hgb
C001077,2024-11-01,0.0417,Green,[],sklearn_hgb
C001078,2024-11-01,0.0417,Green,[],sklearn_hgb
C001079,2024-11-01,0.0417,Green,[],sklearn_hgb
C001080,2024-11-01,0.0667,Green,[],sklearn_hgb
C001081,2024-11-01,0.0417,Green,[],sklearn_hgb
C001082,2024-11-01,0.178,Green,[],sklearn_hgb
C001083,2024-11-01,0.1239,Green,[],sklearn_hgb
C001084,2024-11-01,0.0417,Green,[],sklearn_hgb
C001085,2024-11-01,0.0667,Green,[],sklearn_hgb
C001086,2024-11-01,0.0667,Green,[],sklearn_hgb
C001087,2024-11-01,0.0417,Green,[],sklearn_hgb
C001088,2024-11-01,0.0417,Green,[],sklearn_hgb
C001089,2024-11-01,0.1239,Green,[],sklearn_hgb
C001090,2024-11-01,0.4444,Amber,[],sklearn_hgb
C001091,2024-11-01,0.0667,Green,[],sklearn_hgb
C001092,2024-11-01,0.0202,Green,[],sklearn_hgb
C001093,2024-11-01,0.9286,Red,[],sklearn_hgb
C001094,2024-11-01,1.0,Red,[],sklearn_hgb
C001095,2024-11-01,0.0852,Green,[],sklearn_hgb
C001096,2024-11-01,0.9583,Red,[],sklearn_hgb
C001097,2024-11-01,0.0417,Green,[],sklearn_hgb
C001098,2024-11-01,0.178,Green,[],sklearn_hgb
C001099,2024-11-01,0.0852,Green,[],sklearn_hgb
C001100,2024-11-01,0.178,Green,[],sklearn_hgb
C001101,2024-11-01,0.0417,Green,[],sklearn_hgb
C001102,2024-11-01,0.0852,Green,[],sklearn_hgb
C001103,2024-11-01,0.0667,Green,[],sklearn_hgb
C001104,2024-11-01,0.4444,Amber,[],sklearn_hgb
C001105,2024-11-01,0.1239,Green,[],sklearn_hgb
C001106,2024-11-01,0.0852,Green,[],sklearn_hgb
C001107,2024-11-01,0.0417,Green,[],sklearn_hgb
C001108,2024-11-01,0.0202,Green,[],sklearn_hgb
C001109,2024-11-01,0.2353,Green,[],sklearn_hgb
C001110,2024-11-01,0.0667,Green,[],sklearn_hgb
C001111,2024-11-01,0.0667,Green,[],sklearn_hgb
C001112,2024-11-01,0.0852,Green,[],sklearn_hgb
C001113,2024-11-01,0.0667,Green,[],sklearn_hgb
C001114,2024-11-01,0.0667,Green,[],sklearn_hgb
C001115,2024-11-01,0.0852,Green,[],sklearn_hgb
C001116,2024-11-01,0.0417,Green,[],sklearn_hgb
C001117,2024-11-01,0.0202,Green,[],sklearn_hgb
C001118,2024-11-01,0.0417,Green,[],sklearn_hgb
C001119,2024-11-01,0.0202,Green,[],sklearn_hgb
C001120,2024-11-01,0.0667,Green,[],sklearn_hgb
C001121,2024-11-01,0.0667,Green,[],sklearn_hgb
C001122,2024-11-01,0.0667,Green,[],sklearn_hgb
C001123,2024-11-01,0.0667,Green,[],sklearn_hgb
C001124,2024-11-01,0.2973,Green,[],sklearn_hgb
C001125,2024-11-01,0.0389,Green,[],sklearn_hgb
C001126,2024-11-01,0.0417,Green,[],sklearn_hgb
C001127,2024-11-01,0.1239,Green,[],sklearn_hgb
C001128,2024-11-01,0.1239,Green,[],sklearn_hgb
C001129,2024-11-01,0.0852,Green,[],sklearn_hgb
C001130,2024-11-01,0.0852,Green,[],sklearn_hgb
C001131,2024-11-01,0.0667,Green,[],sklearn_hgb
C001132,2024-11-01,0.0417,Green,[],sklearn_hgb
C001133,2024-11-01,0.0852,Green,[],sklearn_hgb
C001134,2024-11-01,0.0852,Green,[],sklearn_hgb
C001135,2024-11-01,0.0217,Green,[],sklearn_hgb
C001136,2024-11-01,0.1239,Green,[],sklearn_hgb
C001137,2024-11-01,0.0417,Green,[],sklearn_hgb
C001138,2024-11-01,0.0667,Green,[],sklearn_hgb
C001139,2024-11-01,0.0667,Green,[],sklearn_hgb
C001140,2024-11-01,0.0667,Green,[],sklearn_hgb
C001141,2024-11-01,0.0667,Green,[],sklearn_hgb
C001142,2024-11-01,1.0,Red,[],sklearn_hgb
C001143,2024-11-01,0.0308,Green,[],sklearn_hgb
C001144,2024-11-01,0.0417,Green,[],sklearn_hgb
C001145,2024-11-01,0.0417,Green,[],sklearn_hgb
C001146,2024-11-01,0.0667,Green,[],sklearn_hgb
C001147,2024-11-01,0.0852,Green,[],sklearn_hgb
C001148,2024-11-01,0.1239,Green,[],sklearn_hgb
C001149,2024-11-01,0.0417,Green,[],sklearn_hgb
C001150,2024-11-01,0.0417,Green,[],sklearn_hgb
C001151,2024-11-01,0.0202,Green,[],sklearn_hgb
C001152,2024-11-01,0.0852,Green,[],sklearn_hgb
C001153,2024-11-01,0.0852,Green,[],sklearn_hgb
C001154,2024-11-01,0.0417,Green,[],sklearn_hgb
C001155,2024-11-01,0.0667,Green,[],sklearn_hgb
C001156,2024-11-01,0.0417,Green,[],sklearn_hgb
C001157,2024-11-01,0.0667,Green,[],sklearn_hgb
C001158,2024-11-01,0.7342,Red,[],sklearn_hgb
C001159,2024-11-01,0.0852,Green,[],sklearn_hgb
C001160,2024-11-01,0.0389,Green,[],sklearn_hgb
C001161,2024-11-01,0.0417,Green,[],sklearn_hgb
C001162,2024-11-01,0.0667,Green,[],sklearn_hgb
C001163,2024-11-01,0.0389,Green,[],sklearn_hgb
C001164,2024-11-01,0.0852,Green,[],sklearn_hgb
C001165,2024-11-01,0.0417,Green,[],sklearn_hgb
C001166,2024-11-01,0.3,Amber,[],sklearn_hgb
C001167,2024-11-01,1.0,Red,[],sklearn_hgb
C001168,2024-11-01,0.1239,Green,[],sklearn_hgb
C001169,2024-11-01,0.0667,Green,[],sklearn_hgb
C001170,2024-11-01,0.0417,Green,[],sklearn_hgb
C001171,2024-11-01,0.2036,Green,[],sklearn_hgb
C001172,2024-11-01,0.0417,Green,[],sklearn_hgb
C001173,2024-11-01,1.0,Red,[],sklearn_hgb
C001174,2024-11-01,0.178,Green,[],sklearn_hgb
C001175,2024-11-01,0.0667,Green,[],sklearn_hgb
C001176,2024-11-01,0.0202,Green,[],sklearn_hgb
C001177,2024-11-01,0.0667,Green,[],sklearn_hgb
C001178,2024-11-01,0.0667,Green,[],sklearn_hgb
C001179,2024-11-01,0.0667,Green,[],sklearn_hgb
C001180,2024-11-01,0.0417,Green,[],sklearn_hgb
C001181,2024-11-01,0.0852,Green,[],sklearn_hgb
C001182,2024-11-01,0.0217,Green,[],sklearn_hgb
C001183,2024-11-01,0.1239,Green,[],sklearn_hgb
C001184,2024-11-01,0.0417,Green,[],sklearn_hgb
C001185,2024-11-01,0.0667,Green,[],sklearn_hgb
C001186,2024-11-01,0.0417,Green,[],sklearn_hgb
C001187,2024-11-01,0.0417,Green,[],sklearn_hgb
C001188,2024-11-01,0.0417,Green,[],sklearn_hgb
C001189,2024-11-01,0.0389,Green,[],sklearn_hgb
C001190,2024-11-01,0.0417,Green,[],sklearn_hgb
C001191,2024-11-01,0.178,Green,[],sklearn_hgb
C001192,2024-11-01,0.0417,Green,[],sklearn_hgb
C001193,2024-11-01,0.0417,Green,[],sklearn_hgb
C001194,2024-11-01,0.0202,Green,[],sklearn_hgb
C001195,2024-11-01,0.0852,Green,[],sklearn_hgb
C001196,2024-11-01,0.0667,Green,[],sklearn_hgb
C001197,2024-11-01,1.0,Red,[],sklearn_hgb
C001198,2024-11-01,0.619,Red,[],sklearn_hgb
C001199,2024-11-01,0.1239,Green,[],sklearn_hgb
C001200,2024-11-01,0.1239,Green,[],sklearn_hgb
C001201,2024-11-01,0.9286,Red,[],sklearn_hgb
C001202,2024-11-01,0.0417,Green,[],sklearn_hgb
C001203,2024-11-01,0.0389,Green,[],sklearn_hgb
C001204,2024-11-01,0.0417,Green,[],sklearn_hgb
C001205,2024-11-01,0.0667,Green,[],sklearn_hgb
C001206,2024-11-01,0.0852,Green,[],sklearn_hgb
C001207,2024-11-01,0.7342,Red,[],sklearn_hgb
C001208,2024-11-01,0.0202,Green,[],sklearn_hgb
C001209,2024-11-01,0.0417,Green,[],sklearn_hgb
C001210,2024-11-01,0.9286,Red,[],sklearn_hgb
C001211,2024-11-01,0.2973,Green,[],sklearn_hgb
C001212,2024-11-01,0.0417,Green,[],sklearn_hgb
C001213,2024-11-01,0.0417,Green,[],sklearn_hgb
C001214,2024-11-01,0.9583,Red,[],sklearn_hgb
C001215,2024-11-01,0.0667,Green,[],sklearn_hgb
C001216,2024-11-01,0.0852,Green,[],sklearn_hgb
C001217,2024-11-01,0.2973,Green,[],sklearn_hgb
C001218,2024-11-01,0.0417,Green,[],sklearn_hgb
C001219,2024-11-01,0.7342,Red,[],sklearn_hgb
C001220,2024-11-01,0.0389,Green,[],sklearn_hgb
C001221,2024-11-01,0.0417,Green,[],sklearn_hgb
C001222,2024-11-01,0.0417,Green,[],sklearn_hgb
C001223,2024-11-01,0.0852,Green,[],sklearn_hgb
C001224,2024-11-01,0.0667,Green,[],sklearn_hgb
C001225,2024-11-01,0.0667,Green,[],sklearn_hgb
C001226,2024-11-01,0.9286,Red,[],sklearn_hgb
C001227,2024-11-01,0.7342,Red,[],sklearn_hgb
C001228,2024-11-01,0.0667,Green,[],sklearn_hgb
C001229,2024-11-01,0.0389,Green,[],sklearn_hgb
C001230,2024-11-01,0.0852,Green,[],sklearn_hgb
C001231,2024-11-01,0.0667,Green,[],sklearn_hgb
C001232,2024-11-01,0.0417,Green,[],sklearn_hgb
C001233,2024-11-01,0.0852,Green,[],sklearn_hgb
C001234,2024-11-01,0.0417,Green,[],sklearn_hgb
C001235,2024-11-01,0.0667,Green,[],sklearn_hgb
C001236,2024-11-01,0.0417,Green,[],sklearn_hgb
C001237,2024-11-01,0.0667,Green,[],sklearn_hgb
C001238,2024-11-01,1.0,Red,[],sklearn_hgb
C001239,2024-11-01,0.0389,Green,[],sklearn_hgb
C001240,2024-11-01,0.0667,Green,[],sklearn_hgb
C001241,2024-11-01,0.0202,Green,[],sklearn_hgb
C001242,2024-11-01,0.0417,Green,[],sklearn_hgb
C001243,2024-11-01,0.0389,Green,[],sklearn_hgb
C001244,2024-11-01,0.0667,Green,[],sklearn_hgb
C001245,2024-11-01,1.0,Red,[],sklearn_hgb
C001246,2024-11-01,0.619,Red,[],sklearn_hgb
C001247,2024-11-01,0.0667,Green,[],sklearn_hgb
C001248,2024-11-01,0.1239,Green,[],sklearn_hgb
C001249,2024-11-01,0.2973,Green,[],sklearn_hgb
C001250,2024-11-01,0.4444,Amber,[],sklearn_hgb
C001251,2024-11-01,0.0667,Green,[],sklearn_hgb
C001252,2024-11-01,0.0667,Green,[],sklearn_hgb
C001253,2024-11-01,0.0667,Green,[],sklearn_hgb
C001254,2024-11-01,0.0417,Green,[],sklearn_hgb
C001255,2024-11-01,0.0852,Green,[],sklearn_hgb
C001256,2024-11-01,0.0417,Green,[],sklearn_hgb
C001257,2024-11-01,0.0202,Green,[],sklearn_hgb
C001258,2024-11-01,0.0667,Green,[],sklearn_hgb
C001259,2024-11-01,0.0852,Green,[],sklearn_hgb
C001260,2024-11-01,0.1239,Green,[],sklearn_hgb
C001261,2024-11-01,0.0389,Green,[],sklearn_hgb
C001262,2024-11-01,0.0852,Green,[],sklearn_hgb
C001263,2024-11-01,0.178,Green,[],sklearn_hgb
C001264,2024-11-01,0.0852,Green,[],sklearn_hgb
C001265,2024-11-01,0.0667,Green,[],sklearn_hgb
C001266,2024-11-01,0.0417,Green,[],sklearn_hgb
C001267,2024-11-01,0.0852,Green,[],sklearn_hgb
C001268,2024-11-01,0.178,Green,[],sklearn_hgb
C001269,2024-11-01,0.0417,Green,[],sklearn_hgb
C001270,2024-11-01,0.0202,Green,[],sklearn_hgb
C001271,2024-11-01,0.0417,Green,[],sklearn_hgb
C001272,2024-11-01,0.0852,Green,[],sklearn_hgb
C001273,2024-11-01,0.0852,Green,[],sklearn_hgb
C001274,2024-11-01,0.0417,Green,[],sklearn_hgb
C001275,2024-11-01,0.0389,Green,[],sklearn_hgb
C001276,2024-11-01,0.0852,Green,[],sklearn_hgb
C001277,2024-11-01,0.0417,Green,[],sklearn_hgb
C001278,2024-11-01,0.178,Green,[],sklearn_hgb
C001279,2024-11-01,0.0417,Green,[],sklearn_hgb
C001280,2024-11-01,0.0217,Green,[],sklearn_hgb
C001281,2024-11-01,0.9583,Red,[],sklearn_hgb
C001282,2024-11-01,0.0417,Green,[],sklearn_hgb
C001283,2024-11-01,0.0667,Green,[],sklearn_hgb
C001284,2024-11-01,0.0417,Green,[],sklearn_hgb
C001285,2024-11-01,0.2353,Green,[],sklearn_hgb
C001286,2024-11-01,0.0417,Green,[],sklearn_hgb
C001287,2024-11-01,0.0217,Green,[],sklearn_hgb
C001288,2024-11-01,0.0417,Green,[],sklearn_hgb
C001289,2024-11-01,0.0852,Green,[],sklearn_hgb
C001290,2024-11-01,0.7342,Red,[],sklearn_hgb
C001291,2024-11-01,0.0667,Green,[],sklearn_hgb
C001292,2024-11-01,1.0,Red,[],sklearn_hgb
C001293,2024-11-01,0.7143,Red,[],sklearn_hgb
C001294,2024-11-01,0.1239,Green,[],sklearn_hgb
C001295,2024-11-01,0.619,Red,[],sklearn_hgb
C001296,2024-11-01,0.0417,Green,[],sklearn_hgb
C001297,2024-11-01,0.0417,Green,[],sklearn_hgb
C001298,2024-11-01,0.0417,Green,[],sklearn_hgb
C001299,2024-11-01,0.0417,Green,[],sklearn_hgb
C001300,2024-11-01,0.0417,Green,[],sklearn_hgb
C001301,2024-11-01,0.0417,Green,[],sklearn_hgb
C001302,2024-11-01,0.0667,Green,[],sklearn_hgb
C001303,2024-11-01,0.1239,Green,[],sklearn_hgb
C001304,2024-11-01,0.1239,Green,[],sklearn_hgb
C001305,2024-11-01,0.0389,Green,[],sklearn_hgb
C001306,2024-11-01,0.0417,Green,[],sklearn_hgb
C001307,2024-11-01,0.0667,Green,[],sklearn_hgb
C001308,2024-11-01,0.0667,Green,[],sklearn_hgb
C001309,2024-11-01,0.0667,Green,[],sklearn_hgb
C001310,2024-11-01,0.0667,Green,[],sklearn_hgb
C001311,2024-11-01,0.0667,Green,[],sklearn_hgb
C001312,2024-11-01,0.9782,Red,[],sklearn_hgb
C001313,2024-11-01,0.0202,Green,[],sklearn_hgb
C001314,2024-11-01,0.0667,Green,[],sklearn_hgb
C001315,2024-11-01,0.0417,Green,[],sklearn_hgb
C001316,2024-11-01,0.0417,Green,[],sklearn_hgb
C001317,2024-11-01,0.0417,Green,[],sklearn_hgb
C001318,2024-11-01,0.2973,Green,[],sklearn_hgb
C001319,2024-11-01,0.1239,Green,[],sklearn_hgb
C001320,2024-11-01,0.0417,Green,[],sklearn_hgb
C001321,2024-11-01,0.0667,Green,[],sklearn_hgb
C001322,2024-11-01,0.0667,Green,[],sklearn_hgb
C001323,2024-11-01,0.0417,Green,[],sklearn_hgb
C001324,2024-11-01,0.0417,Green,[],sklearn_hgb
C001325,2024-11-01,0.2973,Green,[],sklearn_hgb
C001326,2024-11-01,0.0667,Green,[],sklearn_hgb
C001327,2024-11-01,0.0203,Green,[],sklearn_hgb
C001328,2024-11-01,0.0417,Green,[],sklearn_hgb
C001329,2024-11-01,0.0417,Green,[],sklearn_hgb
C001330,2024-11-01,0.1239,Green,[],sklearn_hgb
C001331,2024-11-01,0.0667,Green,[],sklearn_hgb
C001332,2024-11-01,0.1239,Green,[],sklearn_hgb
C001333,2024-11-01,0.0417,Green,[],sklearn_hgb
C001334,2024-11-01,0.0667,Green,[],sklearn_hgb
C001335,2024-11-01,0.0417,Green,[],sklearn_hgb
C001336,2024-11-01,0.7143,Red,[],sklearn_hgb
C001337,2024-11-01,0.178,Green,[],sklearn_hgb
C001338,2024-11-01,0.0417,Green,[],sklearn_hgb
C001339,2024-11-01,0.1239,Green,[],sklearn_hgb
C001340,2024-11-01,1.0,Red,[],sklearn_hgb
C001341,2024-11-01,0.1239,Green,[],sklearn_hgb
C001342,2024-11-01,0.0417,Green,[],sklearn_hgb
C001343,2024-11-01,0.178,Green,[],sklearn_hgb
C001344,2024-11-01,0.0667,Green,[],sklearn_hgb
C001345,2024-11-01,0.0417,Green,[],sklearn_hgb
C001346,2024-11-01,0.0667,Green,[],sklearn_hgb
C001347,2024-11-01,0.0417,Green,[],sklearn_hgb
C001348,2024-11-01,0.0852,Green,[],sklearn_hgb
C001349,2024-11-01,0.0417,Green,[],sklearn_hgb
C001350,2024-11-01,1.0,Red,[],sklearn_hgb
C001351,2024-11-01,0.4444,Amber,[],sklearn_hgb
C001352,2024-11-01,0.0417,Green,[],sklearn_hgb
C001353,2024-11-01,0.0667,Green,[],sklearn_hgb
C001354,2024-11-01,0.0202,Green,[],sklearn_hgb
C001355,2024-11-01,0.0417,Green,[],sklearn_hgb
C001356,2024-11-01,0.0389,Green,[],sklearn_hgb
C001357,2024-11-01,0.4444,Amber,[],sklearn_hgb
C001358,2024-11-01,0.178,Green,[],sklearn_hgb
C001359,2024-11-01,0.0389,Green,[],sklearn_hgb
C001360,2024-11-01,0.0852,Green,[],sklearn_hgb
C001361,2024-11-01,0.1239,Green,[],sklearn_hgb
C001362,2024-11-01,0.0852,Green,[],sklearn_hgb
C001363,2024-11-01,0.1239,Green,[],sklearn_hgb
C001364,2024-11-01,0.0667,Green,[],sklearn_hgb
C001365,2024-11-01,0.0852,Green,[],sklearn_hgb
C001366,2024-11-01,0.7342,Red,[],sklearn_hgb
C001367,2024-11-01,0.0417,Green,[],sklearn_hgb
C001368,2024-11-01,0.0417,Green,[],sklearn_hgb
C001369,2024-11-01,0.0667,Green,[],sklearn_hgb
C001370,2024-11-01,0.0667,Green,[],sklearn_hgb
C001371,2024-11-01,0.0417,Green,[],sklearn_hgb
C001372,2024-11-01,0.8511,Red,[],sklearn_hgb
C001373,2024-11-01,0.0417,Green,[],sklearn_hgb
C001374,2024-11-01,0.0429,Green,[],sklearn_hgb
C001375,2024-11-01,0.0417,Green,[],sklearn_hgb
C001376,2024-11-01,0.178,Green,[],sklearn_hgb
C001377,2024-11-01,0.0852,Green,[],sklearn_hgb
C001378,2024-11-01,0.0667,Green,[],sklearn_hgb
C001379,2024-11-01,0.0667,Green,[],sklearn_hgb
C001380,2024-11-01,0.0667,Green,[],sklearn_hgb
C001381,2024-11-01,0.0667,Green,[],sklearn_hgb
C001382,2024-11-01,0.0417,Green,[],sklearn_hgb
C001383,2024-11-01,0.0417,Green,[],sklearn_hgb
C001384,2024-11-01,0.0667,Green,[],sklearn_hgb
C001385,2024-11-01,0.0417,Green,[],sklearn_hgb
C001386,2024-11-01,0.0667,Green,[],sklearn_hgb
C001387,2024-11-01,0.0852,Green,[],sklearn_hgb
C001388,2024-11-01,0.0852,Green,[],sklearn_hgb
C001389,2024-11-01,0.0852,Green,[],sklearn_hgb
C001390,2024-11-01,0.2353,Green,[],sklearn_hgb
C001391,2024-11-01,0.0667,Green,[],sklearn_hgb
C001392,2024-11-01,0.0667,Green,[],sklearn_hgb
C001393,2024-11-01,0.0417,Green,[],sklearn_hgb
C001394,2024-11-01,0.0417,Green,[],sklearn_hgb
C001395,2024-11-01,0.619,Red,[],sklearn_hgb
C001396,2024-11-01,0.0417,Green,[],sklearn_hgb
C001397,2024-11-01,0.0667,Green,[],sklearn_hgb
C001398,2024-11-01,0.0852,Green,[],sklearn_hgb
C001399,2024-11-01,0.0417,Green,[],sklearn_hgb
C001400,2024-11-01,0.0667,Green,[],sklearn_hgb
C001401,2024-11-01,0.0852,Green,[],sklearn_hgb
C001402,2024-11-01,0.0417,Green,[],sklearn_hgb
C001403,2024-11-01,0.0209,Green,[],sklearn_hgb
C001404,2024-11-01,0.0417,Green,[],sklearn_hgb
C001405,2024-11-01,0.0429,Green,[],sklearn_hgb
C001406,2024-11-01,0.9286,Red,[],sklearn_hgb
C001407,2024-11-01,0.2973,Green,[],sklearn_hgb
C001408,2024-11-01,0.0667,Green,[],sklearn_hgb
C001409,2024-11-01,0.0667,Green,[],sklearn_hgb
C001410,2024-11-01,0.0417,Green,[],sklearn_hgb
C001411,2024-11-01,0.0852,Green,[],sklearn_hgb
C001412,2024-11-01,0.1239,Green,[],sklearn_hgb
C001413,2024-11-01,0.2973,Green,[],sklearn_hgb
C001414,2024-11-01,0.0417,Green,[],sklearn_hgb
C001415,2024-11-01,0.0417,Green,[],sklearn_hgb
C001416,2024-11-01,0.0417,Green,[],sklearn_hgb
C001417,2024-11-01,0.0852,Green,[],sklearn_hgb
C001418,2024-11-01,0.1239,Green,[],sklearn_hgb
C001419,2024-11-01,0.2973,Green,[],sklearn_hgb
C001420,2024-11-01,0.9688,Red,[],sklearn_hgb
C001421,2024-11-01,0.9286,Red,[],sklearn_hgb
C001422,2024-11-01,0.0667,Green,[],sklearn_hgb
C001423,2024-11-01,0.0389,Green,[],sklearn_hgb
C001424,2024-11-01,0.0667,Green,[],sklearn_hgb
C001425,2024-11-01,0.178,Green,[],sklearn_hgb
C001426,2024-11-01,0.619,Red,[],sklearn_hgb
C001427,2024-11-01,0.0417,Green,[],sklearn_hgb
C001428,2024-11-01,0.7342,Red,[],sklearn_hgb
C001429,2024-11-01,0.0417,Green,[],sklearn_hgb
C001430,2024-11-01,0.0417,Green,[],sklearn_hgb
C001431,2024-11-01,0.0667,Green,[],sklearn_hgb
C001432,2024-11-01,0.0417,Green,[],sklearn_hgb
C001433,2024-11-01,0.0667,Green,[],sklearn_hgb
C001434,2024-11-01,0.0667,Green,[],sklearn_hgb
C001435,2024-11-01,0.1239,Green,[],sklearn_hgb
C001436,2024-11-01,0.0417,Green,[],sklearn_hgb
C001437,2024-11-01,0.0429,Green,[],sklearn_hgb
C001438,2024-11-01,0.0852,Green,[],sklearn_hgb
C001439,2024-11-01,0.0667,Green,[],sklearn_hgb
C001440,2024-11-01,0.0389,Green,[],sklearn_hgb
C001441,2024-11-01,0.0667,Green,[],sklearn_hgb
C001442,2024-11-01,0.7342,Red,[],sklearn_hgb
C001443,2024-11-01,0.0202,Green,[],sklearn_hgb
C001444,2024-11-01,0.0417,Green,[],sklearn_hgb
C001445,2024-11-01,0.0417,Green,[],sklearn_hgb
C001446,2024-11-01,0.9583,Red,[],sklearn_hgb
C001447,2024-11-01,0.4444,Amber,[],sklearn_hgb
C001448,2024-11-01,0.1239,Green,[],sklearn_hgb
C001449,2024-11-01,0.0667,Green,[],sklearn_hgb
C001450,2024-11-01,0.9583,Red,[],sklearn_hgb
C001451,2024-11-01,0.0852,Green,[],sklearn_hgb
C001452,2024-11-01,0.1239,Green,[],sklearn_hgb
C001453,2024-11-01,0.619,Red,[],sklearn_hgb
C001454,2024-11-01,0.178,Green,[],sklearn_hgb
C001455,2024-11-01,0.0667,Green,[],sklearn_hgb
C001456,2024-11-01,0.0667,Green,[],sklearn_hgb
C001457,2024-11-01,0.0667,Green,[],sklearn_hgb
C001458,2024-11-01,0.2973,Green,[],sklearn_hgb
C001459,2024-11-01,0.0667,Green,[],sklearn_hgb
C001460,2024-11-01,0.0417,Green,[],sklearn_hgb
C001461,2024-11-01,0.0417,Green,[],sklearn_hgb
C001462,2024-11-01,0.0417,Green,[],sklearn_hgb
C001463,2024-11-01,0.0417,Green,[],sklearn_hgb
C001464,2024-11-01,0.0417,Green,[],sklearn_hgb
C001465,2024-11-01,0.0389,Green,[],sklearn_hgb
C001466,2024-11-01,0.2353,Green,[],sklearn_hgb
C001467,2024-11-01,0.0852,Green,[],sklearn_hgb
C001468,2024-11-01,0.0667,Green,[],sklearn_hgb
C001469,2024-11-01,0.0667,Green,[],sklearn_hgb
C001470,2024-11-01,0.0417,Green,[],sklearn_hgb
C001471,2024-11-01,0.0852,Green,[],sklearn_hgb
C001472,2024-11-01,0.6805,Red,[],sklearn_hgb
C001473,2024-11-01,1.0,Red,[],sklearn_hgb
C001474,2024-11-01,0.0667,Green,[],sklearn_hgb
C001475,2024-11-01,0.0417,Green,[],sklearn_hgb
C001476,2024-11-01,0.022,Green,[],sklearn_hgb
C001477,2024-11-01,0.0852,Green,[],sklearn_hgb
C001478,2024-11-01,0.0429,Green,[],sklearn_hgb
C001479,2024-11-01,0.0417,Green,[],sklearn_hgb
C001480,2024-11-01,0.0417,Green,[],sklearn_hgb
C001481,2024-11-01,0.0417,Green,[],sklearn_hgb
C001482,2024-11-01,0.0417,Green,[],sklearn_hgb
C001483,2024-11-01,0.0667,Green,[],sklearn_hgb
C001484,2024-11-01,0.0667,Green,[],sklearn_hgb
C001485,2024-11-01,0.9688,Red,[],sklearn_hgb
C001486,2024-11-01,0.0389,Green,[],sklearn_hgb
C001487,2024-11-01,1.0,Red,[],sklearn_hgb
C001488,2024-11-01,0.0417,Green,[],sklearn_hgb
C001489,2024-11-01,0.7143,Red,[],sklearn_hgb
C001490,2024-11-01,0.0667,Green,[],sklearn_hgb
C001491,2024-11-01,0.0852,Green,[],sklearn_hgb
C001492,2024-11-01,0.0417,Green,[],sklearn_hgb
C001493,2024-11-01,0.0667,Green,[],sklearn_hgb
C001494,2024-11-01,0.619,Red,[],sklearn_hgb
C001495,2024-11-01,0.1239,Green,[],sklearn_hgb
C001496,2024-11-01,0.0389,Green,[],sklearn_hgb
C001497,2024-11-01,0.1239,Green,[],sklearn_hgb
C001498,2024-11-01,0.0417,Green,[],sklearn_hgb
C001499,2024-11-01,0.1239,Green,[],sklearn_hgb
C001500,2024-11-01,0.0667,Green,[],sklearn_hgb
C001501,2024-11-01,0.2353,Green,[],sklearn_hgb
C001502,2024-11-01,0.0667,Green,[],sklearn_hgb
C001503,2024-11-01,0.0852,Green,[],sklearn_hgb
C001504,2024-11-01,0.9688,Red,[],sklearn_hgb
C001505,2024-11-01,0.0217,Green,[],sklearn_hgb
C001506,2024-11-01,0.1239,Green,[],sklearn_hgb
